"validfrom (UTC)","validto (UTC)",point,type,granularity,timezone,activity,classification,"capacity (kW)","volume (kWh)",percentage,"emission (kg CO2)","emissionfactor (kg CO2/kWh)"
"2026-01-09 05:00:00","2026-01-09 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5254684,5254683,0.80818783333333,0,0
"2026-01-09 06:00:00","2026-01-09 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4948351,4948349,0.76106933333333,0,0
"2026-01-09 07:00:00","2026-01-09 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5094654,5094657,0.78356783333333,0,0
"2026-01-09 08:00:00","2026-01-09 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5165381,5165381,0.79444233333333,0,0
"2026-01-09 09:00:00","2026-01-09 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5198023,5198020,0.7994595,0,0
"2026-01-09 10:00:00","2026-01-09 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5160944,5160948,0.7937535,0,0
"2026-01-09 11:00:00","2026-01-09 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5190573,5190578,0.798307,0,0
"2026-01-09 12:00:00","2026-01-09 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5361620,5361622,0.82461083333333,0,0
"2026-01-09 13:00:00","2026-01-09 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5463864,5463867,0.84033233333333,0,0
"2026-01-09 14:00:00","2026-01-09 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5547542,5547544,0.85319816666667,0,0
"2026-01-09 15:00:00","2026-01-09 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5553660,5553660,0.8541355,0,0
"2026-01-09 16:00:00","2026-01-09 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5418851,5418850,0.833399,0,0
"2026-01-09 17:00:00","2026-01-09 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5331332,5331335,0.8199355,0,0
"2026-01-09 18:00:00","2026-01-09 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5281635,5281633,0.81228883333333,0,0
"2026-01-09 19:00:00","2026-01-09 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5378885,5378885,0.82724233333333,0,0
"2026-01-09 20:00:00","2026-01-09 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5521306,5521307,0.849142,0,0
"2026-01-09 21:00:00","2026-01-09 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5526251,5526249,0.849899,0,0
"2026-01-09 22:00:00","2026-01-09 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5466879,5466877,0.84076416666667,0,0
"2026-01-09 23:00:00","2026-01-10 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5423509,5423506,0.83409133333333,0,0
"2026-01-10 00:00:00","2026-01-10 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5359017,5359017,0.82416933333333,0,0
"2026-01-10 01:00:00","2026-01-10 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5272428,5272423,0.81084916666667,0,0
"2026-01-10 02:00:00","2026-01-10 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5238624,5238623,0.80564716666667,0,0
"2026-01-10 03:00:00","2026-01-10 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5080825,5080829,0.78137616666667,0,0
"2026-01-10 04:00:00","2026-01-10 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5088428,5088431,0.78254216666667,0,0
"2026-01-10 05:00:00","2026-01-10 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5157607,5157608,0.79317766666667,0,0
"2026-01-10 06:00:00","2026-01-10 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5302195,5302198,0.81541033333333,0,0
"2026-01-10 07:00:00","2026-01-10 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5195788,5195786,0.79904316666667,0,0
"2026-01-10 08:00:00","2026-01-10 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5059017,5059019,0.778006,0,0
"2026-01-10 09:00:00","2026-01-10 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5016283,5016281,0.77143066666667,0,0
"2026-01-10 10:00:00","2026-01-10 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4993653,4993651,0.76794733333333,0,0
"2026-01-10 11:00:00","2026-01-10 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4816485,4816484,0.7406985,0,0
"2026-01-10 12:00:00","2026-01-10 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4518654,4518656,0.69489416666667,0,0
"2026-01-10 13:00:00","2026-01-10 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3925489,3925486,0.60367283333333,0,0
"2026-01-10 14:00:00","2026-01-10 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2983278,2983276,0.45877516666667,0,0
"2026-01-10 15:00:00","2026-01-10 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2336796,2336796,0.359356,0,0
"2026-01-10 16:00:00","2026-01-10 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1708681,1708681,0.26276233333333,0,0
"2026-01-10 17:00:00","2026-01-10 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1655836,1655837,0.254635,0,0
"2026-01-10 18:00:00","2026-01-10 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1491120,1491120,0.22930383333333,0,0
"2026-01-10 19:00:00","2026-01-10 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1304398,1304396,0.200589,0,0
"2026-01-10 20:00:00","2026-01-10 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,909634,909634,0.139882,0,0
"2026-01-10 21:00:00","2026-01-10 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,530227,530224,0.081537133333333,0,0
"2026-01-10 22:00:00","2026-01-10 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,405500,405502,0.06235665,0,0
"2026-01-10 23:00:00","2026-01-11 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,229200,229203,0.03524565,0,0
"2026-01-11 00:00:00","2026-01-11 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,188106,188109,0.028926266666667,0,0
"2026-01-11 01:00:00","2026-01-11 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,145323,145323,0.022347066666667,0,0
"2026-01-11 02:00:00","2026-01-11 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,98268,98271,0.01511125,0,0
"2026-01-11 03:00:00","2026-01-11 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,93464,93462,0.01437235,0,0
"2026-01-11 04:00:00","2026-01-11 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,138105,138105,0.021236933333333,0,0
"2026-01-11 05:00:00","2026-01-11 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,221603,221606,0.034076516666667,0,0
"2026-01-11 06:00:00","2026-01-11 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,342684,342685,0.052695233333333,0,0
"2026-01-11 07:00:00","2026-01-11 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,597268,597267,0.091842716666667,0,0
"2026-01-11 08:00:00","2026-01-11 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,717915,717917,0.11039433333333,0,0
"2026-01-11 09:00:00","2026-01-11 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1084008,1084011,0.16668816666667,0,0
"2026-01-11 10:00:00","2026-01-11 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1520080,1520079,0.23374183333333,0,0
"2026-01-11 11:00:00","2026-01-11 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2152179,2152182,0.33093783333333,0,0
"2026-01-11 12:00:00","2026-01-11 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2589254,2589255,0.39814483333333,0,0
"2026-01-11 13:00:00","2026-01-11 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3123019,3123016,0.4802185,0,0
"2026-01-11 14:00:00","2026-01-11 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3216972,3216970,0.4946635,0,0
"2026-01-11 15:00:00","2026-01-11 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3122184,3122183,0.48008616666667,0,0
"2026-01-11 16:00:00","2026-01-11 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3364747,3364747,0.51738216666667,0,0
"2026-01-11 17:00:00","2026-01-11 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3906447,3906447,0.60067433333333,0,0
"2026-01-11 18:00:00","2026-01-11 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4622678,4622677,0.71080283333333,0,0
"2026-01-11 19:00:00","2026-01-11 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4992359,4992357,0.767643,0,0
"2026-01-11 20:00:00","2026-01-11 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5236844,5236846,0.80523283333333,0,0
"2026-01-11 21:00:00","2026-01-11 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5475537,5475538,0.84193133333333,0,0
"2026-01-11 22:00:00","2026-01-11 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5777008,5777010,0.88828233333333,0,0
"2026-01-11 23:00:00","2026-01-12 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5950096,5950097,0.91489333333333,0,0
"2026-01-12 00:00:00","2026-01-12 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5996361,5996356,0.92200266666667,0,0
"2026-01-12 01:00:00","2026-01-12 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5986461,5986461,0.92047666666667,0,0
"2026-01-12 02:00:00","2026-01-12 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6041872,6041868,0.928993,0,0
"2026-01-12 03:00:00","2026-01-12 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6021139,6021138,0.92580166666667,0,0
"2026-01-12 04:00:00","2026-01-12 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5831496,5831496,0.89663833333333,0,0
"2026-01-12 05:00:00","2026-01-12 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5558210,5558212,0.85461483333333,0,0
"2026-01-12 06:00:00","2026-01-12 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5203780,5203782,0.80011533333333,0,0
"2026-01-12 07:00:00","2026-01-12 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4817198,4817200,0.74067283333333,0,0
"2026-01-12 08:00:00","2026-01-12 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4252226,4252224,0.65380216666667,0,0
"2026-01-12 09:00:00","2026-01-12 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3997519,3997518,0.614637,0,0
"2026-01-12 10:00:00","2026-01-12 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3805891,3805886,0.58517083333333,0,0
"2026-01-12 11:00:00","2026-01-12 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3408329,3408328,0.52404233333333,0,0
"2026-01-12 12:00:00","2026-01-12 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3285366,3285368,0.50513433333333,0,0
"2026-01-12 13:00:00","2026-01-12 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2915595,2915599,0.448279,0,0
"2026-01-12 14:00:00","2026-01-12 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2503441,2503442,0.38490766666667,0,0
"2026-01-12 15:00:00","2026-01-12 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2332878,2332875,0.35868183333333,0,0
"2026-01-12 16:00:00","2026-01-12 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2216312,2216313,0.34075833333333,0,0
"2026-01-12 17:00:00","2026-01-12 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1798135,1798138,0.2764625,0,0
"2026-01-12 18:00:00","2026-01-12 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1580917,1580919,0.24306433333333,0,0
"2026-01-12 19:00:00","2026-01-12 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1494650,1494648,0.22979983333333,0,0
"2026-01-12 20:00:00","2026-01-12 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1742510,1742509,0.26790683333333,0,0
"2026-01-12 21:00:00","2026-01-12 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2043197,2043195,0.31413566666667,0,0
"2026-01-12 22:00:00","2026-01-12 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2113391,2113389,0.32492616666667,0,0
"2026-01-12 23:00:00","2026-01-13 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2006645,2006646,0.30851316666667,0,0
"2026-01-13 00:00:00","2026-01-13 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1936623,1936628,0.29774633333333,0,0
"2026-01-13 01:00:00","2026-01-13 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2097145,2097147,0.32242433333333,0,0
"2026-01-13 02:00:00","2026-01-13 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1986372,1986373,0.3053925,0,0
"2026-01-13 03:00:00","2026-01-13 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1655436,1655438,0.254512,0,0
"2026-01-13 04:00:00","2026-01-13 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1372735,1372736,0.21104766666667,0,0
"2026-01-13 05:00:00","2026-01-13 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1185304,1185305,0.182231,0,0
"2026-01-13 06:00:00","2026-01-13 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,996882,996880,0.153262,0,0
"2026-01-13 07:00:00","2026-01-13 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,883094,883095,0.13576733333333,0,0
"2026-01-13 08:00:00","2026-01-13 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,854838,854837,0.131423,0,0
"2026-01-13 09:00:00","2026-01-13 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1070010,1070009,0.16450266666667,0,0
"2026-01-13 10:00:00","2026-01-13 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1479720,1479720,0.22749016666667,0,0
"2026-01-13 11:00:00","2026-01-13 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1954303,1954302,0.300451,0,0
"2026-01-13 12:00:00","2026-01-13 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2324002,2324003,0.357286,0,0
"2026-01-13 13:00:00","2026-01-13 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2197142,2197143,0.33778183333333,0,0
"2026-01-13 14:00:00","2026-01-13 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1908139,1908140,0.29334983333333,0,0
"2026-01-13 15:00:00","2026-01-13 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1852409,1852413,0.284781,0,0
"2026-01-13 16:00:00","2026-01-13 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1982294,1982295,0.30474783333333,0,0
"2026-01-13 17:00:00","2026-01-13 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2567518,2567518,0.39471533333333,0,0
"2026-01-13 18:00:00","2026-01-13 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3053018,3053020,0.4693515,0,0
"2026-01-13 19:00:00","2026-01-13 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3058743,3058742,0.47022966666667,0,0
"2026-01-13 20:00:00","2026-01-13 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3148168,3148170,0.4839755,0,0
"2026-01-13 21:00:00","2026-01-13 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3037327,3037326,0.4669335,0,0
"2026-01-13 22:00:00","2026-01-13 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2868278,2868280,0.44094333333333,0,0
"2026-01-13 23:00:00","2026-01-14 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2361366,2361371,0.36301383333333,0,0
"2026-01-14 00:00:00","2026-01-14 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1940883,1940882,0.29837166666667,0,0
"2026-01-14 01:00:00","2026-01-14 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1793944,1793942,0.2757815,0,0
"2026-01-14 02:00:00","2026-01-14 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1421276,1421276,0.21849066666667,0,0
"2026-01-14 03:00:00","2026-01-14 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1308910,1308910,0.20121583333333,0,0
"2026-01-14 04:00:00","2026-01-14 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,755667,755667,0.11616656666667,0,0
"2026-01-14 05:00:00","2026-01-14 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,417829,417828,0.064231516666667,0,0
"2026-01-14 06:00:00","2026-01-14 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,311247,311246,0.047846733333333,0,0
"2026-01-14 07:00:00","2026-01-14 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,196405,196405,0.03019245,0,0
"2026-01-14 08:00:00","2026-01-14 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,128217,128218,0.019710183333333,0,0
"2026-01-14 09:00:00","2026-01-14 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,107435,107437,0.016515366666667,0,0
"2026-01-14 10:00:00","2026-01-14 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,175484,175485,0.0269761,0,0
"2026-01-14 11:00:00","2026-01-14 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,358134,358136,0.05505335,0,0
"2026-01-14 12:00:00","2026-01-14 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,502487,502490,0.07724345,0,0
"2026-01-14 13:00:00","2026-01-14 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,476068,476066,0.073181883333333,0,0
"2026-01-14 14:00:00","2026-01-14 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,310421,310421,0.04771825,0,0
"2026-01-14 15:00:00","2026-01-14 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,106907,106906,0.01643375,0,0
"2026-01-14 16:00:00","2026-01-14 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,63346,63345,0.00973754,0,0
"2026-01-14 17:00:00","2026-01-14 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,64419,64419,0.0099024266666667,0,0
"2026-01-14 18:00:00","2026-01-14 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,83349,83349,0.012812236666667,0,0
"2026-01-14 19:00:00","2026-01-14 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,208850,208851,0.032103966666667,0,0
"2026-01-14 20:00:00","2026-01-14 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,355999,355997,0.054723083333333,0,0
"2026-01-14 21:00:00","2026-01-14 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,511491,511488,0.0786245,0,0
"2026-01-14 22:00:00","2026-01-14 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,718074,718075,0.11037938333333,0,0
"2026-01-14 23:00:00","2026-01-15 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,916394,916398,0.14086366666667,0,0
"2026-01-15 00:00:00","2026-01-15 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1313642,1313642,0.20192583333333,0,0
"2026-01-15 01:00:00","2026-01-15 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1865273,1865271,0.286718,0,0
"2026-01-15 02:00:00","2026-01-15 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2234487,2234487,0.34347016666667,0,0
"2026-01-15 03:00:00","2026-01-15 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2546438,2546438,0.39141933333333,0,0
"2026-01-15 04:00:00","2026-01-15 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2744460,2744460,0.421856,0,0
"2026-01-15 05:00:00","2026-01-15 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2651706,2651710,0.40759666666667,0,0
"2026-01-15 06:00:00","2026-01-15 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2756621,2756622,0.42372183333333,0,0
"2026-01-15 07:00:00","2026-01-15 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3033959,3033967,0.46634966666667,0,0
"2026-01-15 08:00:00","2026-01-15 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3092326,3092324,0.4753195,0,0
"2026-01-15 09:00:00","2026-01-15 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2585509,2585506,0.39741483333333,0,0
"2026-01-15 10:00:00","2026-01-15 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2384893,2384897,0.36657683333333,0,0
"2026-01-15 11:00:00","2026-01-15 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2403937,2403940,0.36950283333333,0,0
"2026-01-15 12:00:00","2026-01-15 13:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2556347,2556348,0.39292766666667,0,0
"2026-01-15 13:00:00","2026-01-15 14:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2872372,2872369,0.44150116666667,0,0
"2026-01-15 14:00:00","2026-01-15 15:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3039147,3039145,0.46713333333333,0,0
"2026-01-15 15:00:00","2026-01-15 16:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2440276,2440281,0.37508233333333,0,0
"2026-01-15 16:00:00","2026-01-15 17:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2015872,2015875,0.309848,0,0
"2026-01-15 17:00:00","2026-01-15 18:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1983837,1983835,0.3049225,0,0
"2026-01-15 18:00:00","2026-01-15 19:00:00",Nederland,Wind,Hour,UTC,Providing,Current,2581598,2581600,0.396799,0,0
"2026-01-15 19:00:00","2026-01-15 20:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3257895,3257896,0.500746,0,0
"2026-01-15 20:00:00","2026-01-15 21:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3760654,3760655,0.5780185,0,0
"2026-01-15 21:00:00","2026-01-15 22:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4368151,4368156,0.671389,0,0
"2026-01-15 22:00:00","2026-01-15 23:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4956582,4956584,0.76182816666667,0,0
"2026-01-15 23:00:00","2026-01-16 00:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5286231,5286233,0.81249216666667,0,0
"2026-01-16 00:00:00","2026-01-16 01:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5289474,5289476,0.81298716666667,0,0
"2026-01-16 01:00:00","2026-01-16 02:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5473465,5473465,0.841263,0,0
"2026-01-16 02:00:00","2026-01-16 03:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5328820,5328822,0.81902783333333,0,0
"2026-01-16 03:00:00","2026-01-16 04:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5738617,5738617,0.88200883333333,0,0
"2026-01-16 04:00:00","2026-01-16 05:00:00",Nederland,Wind,Hour,UTC,Providing,Current,6004201,6004200,0.92282483333333,0,0
"2026-01-16 05:00:00","2026-01-16 06:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5827099,5827098,0.89560083333333,0,0
"2026-01-16 06:00:00","2026-01-16 07:00:00",Nederland,Wind,Hour,UTC,Providing,Current,5534485,5534482,0.85062383333333,0,0
"2026-01-16 07:00:00","2026-01-16 08:00:00",Nederland,Wind,Hour,UTC,Providing,Current,4798244,4798242,0.737464,0,0
"2026-01-16 08:00:00","2026-01-16 09:00:00",Nederland,Wind,Hour,UTC,Providing,Current,3374775,3374772,0.51868233333333,0,0
"2026-01-16 09:00:00","2026-01-16 10:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1926356,1926355,0.296068,0,0
"2026-01-16 10:00:00","2026-01-16 11:00:00",Nederland,Wind,Hour,UTC,Providing,Current,1201287,1201288,0.18462883333333,0,0
"2026-01-16 11:00:00","2026-01-16 12:00:00",Nederland,Wind,Hour,UTC,Providing,Current,776790,776790,0.11938633333333,0,0
