point,type,granularity,"capacity (kW)","volume (kWh)","emission (kg CO2)","emissionfactor (kg CO2/kWh)","validfrom (UTC)","validto (UTC)","lastupdate (UTC)"
Nederland,ElectricityMix,Hour,1740500,1740500,0,0,"2025-01-09 06:00:00","2025-01-09 07:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1471500,1471500,0,0,"2025-01-09 07:00:00","2025-01-09 08:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1521250,1521250,0,0,"2025-01-09 08:00:00","2025-01-09 09:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1826500,1826500,0,0,"2025-01-09 09:00:00","2025-01-09 10:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2426500,2426500,0,0,"2025-01-09 10:00:00","2025-01-09 11:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3725000,3725000,0,0,"2025-01-09 11:00:00","2025-01-09 12:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4824000,4824000,0,0,"2025-01-09 12:00:00","2025-01-09 13:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,5202000,5202000,0,0,"2025-01-09 13:00:00","2025-01-09 14:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4977750,4977750,0,0,"2025-01-09 14:00:00","2025-01-09 15:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4351750,4351750,0,0,"2025-01-09 15:00:00","2025-01-09 16:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4565250,4565250,0,0,"2025-01-09 16:00:00","2025-01-09 17:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,5212000,5212000,0,0,"2025-01-09 17:00:00","2025-01-09 18:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,5533250,5533250,0,0,"2025-01-09 18:00:00","2025-01-09 19:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4978250,4978250,0,0,"2025-01-09 19:00:00","2025-01-09 20:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4828000,4828000,0,0,"2025-01-09 20:00:00","2025-01-09 21:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4491500,4491500,0,0,"2025-01-09 21:00:00","2025-01-09 22:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4236000,4236000,0,0,"2025-01-09 22:00:00","2025-01-09 23:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3543000,3543000,0,0,"2025-01-09 23:00:00","2025-01-10 00:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3369000,3369000,0,0,"2025-01-10 00:00:00","2025-01-10 01:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3112000,3112000,0,0,"2025-01-10 01:00:00","2025-01-10 02:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2921000,2921000,0,0,"2025-01-10 02:00:00","2025-01-10 03:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2559000,2559000,0,0,"2025-01-10 03:00:00","2025-01-10 04:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2457750,2457750,0,0,"2025-01-10 04:00:00","2025-01-10 05:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2736250,2736250,0,0,"2025-01-10 05:00:00","2025-01-10 06:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3558250,3558250,0,0,"2025-01-10 06:00:00","2025-01-10 07:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3578500,3578500,0,0,"2025-01-10 07:00:00","2025-01-10 08:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3523000,3523000,0,0,"2025-01-10 08:00:00","2025-01-10 09:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4306500,4306500,0,0,"2025-01-10 09:00:00","2025-01-10 10:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,5079000,5079000,0,0,"2025-01-10 10:00:00","2025-01-10 11:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,5421750,5421750,0,0,"2025-01-10 11:00:00","2025-01-10 12:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4572000,4572000,0,0,"2025-01-10 12:00:00","2025-01-10 13:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3976500,3976500,0,0,"2025-01-10 13:00:00","2025-01-10 14:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2660250,2660250,0,0,"2025-01-10 14:00:00","2025-01-10 15:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1485500,1485500,0,0,"2025-01-10 15:00:00","2025-01-10 16:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1693000,1693000,0,0,"2025-01-10 16:00:00","2025-01-10 17:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2505000,2505000,0,0,"2025-01-10 17:00:00","2025-01-10 18:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2819000,2819000,0,0,"2025-01-10 18:00:00","2025-01-10 19:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2673250,2673250,0,0,"2025-01-10 19:00:00","2025-01-10 20:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2961250,2961250,0,0,"2025-01-10 20:00:00","2025-01-10 21:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2345250,2345250,0,0,"2025-01-10 21:00:00","2025-01-10 22:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2332250,2332250,0,0,"2025-01-10 22:00:00","2025-01-10 23:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2459750,2459750,0,0,"2025-01-10 23:00:00","2025-01-11 00:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2342000,2342000,0,0,"2025-01-11 00:00:00","2025-01-11 01:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2085750,2085750,0,0,"2025-01-11 01:00:00","2025-01-11 02:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1886250,1886250,0,0,"2025-01-11 02:00:00","2025-01-11 03:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1483000,1483000,0,0,"2025-01-11 03:00:00","2025-01-11 04:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1616000,1616000,0,0,"2025-01-11 04:00:00","2025-01-11 05:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2033500,2033500,0,0,"2025-01-11 05:00:00","2025-01-11 06:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1947750,1947750,0,0,"2025-01-11 06:00:00","2025-01-11 07:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1953250,1953250,0,0,"2025-01-11 07:00:00","2025-01-11 08:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2900500,2900500,0,0,"2025-01-11 08:00:00","2025-01-11 09:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3899250,3899250,0,0,"2025-01-11 09:00:00","2025-01-11 10:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3926000,3926000,0,0,"2025-01-11 10:00:00","2025-01-11 11:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3910000,3910000,0,0,"2025-01-11 11:00:00","2025-01-11 12:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3583000,3583000,0,0,"2025-01-11 12:00:00","2025-01-11 13:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3393250,3393250,0,0,"2025-01-11 13:00:00","2025-01-11 14:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3101000,3101000,0,0,"2025-01-11 14:00:00","2025-01-11 15:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2761000,2761000,0,0,"2025-01-11 15:00:00","2025-01-11 16:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3046000,3046000,0,0,"2025-01-11 16:00:00","2025-01-11 17:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3713000,3713000,0,0,"2025-01-11 17:00:00","2025-01-11 18:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3567250,3567250,0,0,"2025-01-11 18:00:00","2025-01-11 19:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3322000,3322000,0,0,"2025-01-11 19:00:00","2025-01-11 20:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3098000,3098000,0,0,"2025-01-11 20:00:00","2025-01-11 21:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2905000,2905000,0,0,"2025-01-11 21:00:00","2025-01-11 22:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2889000,2889000,0,0,"2025-01-11 22:00:00","2025-01-11 23:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2309000,2309000,0,0,"2025-01-11 23:00:00","2025-01-12 00:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2087000,2087000,0,0,"2025-01-12 00:00:00","2025-01-12 01:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1860000,1860000,0,0,"2025-01-12 01:00:00","2025-01-12 02:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1707000,1707000,0,0,"2025-01-12 02:00:00","2025-01-12 03:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1393000,1393000,0,0,"2025-01-12 03:00:00","2025-01-12 04:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1342000,1342000,0,0,"2025-01-12 04:00:00","2025-01-12 05:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1418000,1418000,0,0,"2025-01-12 05:00:00","2025-01-12 06:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1501000,1501000,0,0,"2025-01-12 06:00:00","2025-01-12 07:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,993000,993000,0,0,"2025-01-12 07:00:00","2025-01-12 08:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1101000,1101000,0,0,"2025-01-12 08:00:00","2025-01-12 09:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1297000,1297000,0,0,"2025-01-12 09:00:00","2025-01-12 10:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1498000,1498000,0,0,"2025-01-12 10:00:00","2025-01-12 11:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1705000,1705000,0,0,"2025-01-12 11:00:00","2025-01-12 12:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1664000,1664000,0,0,"2025-01-12 12:00:00","2025-01-12 13:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1271000,1271000,0,0,"2025-01-12 13:00:00","2025-01-12 14:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1117750,1117750,0,0,"2025-01-12 14:00:00","2025-01-12 15:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1339500,1339500,0,0,"2025-01-12 15:00:00","2025-01-12 16:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1408250,1408250,0,0,"2025-01-12 16:00:00","2025-01-12 17:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1305500,1305500,0,0,"2025-01-12 17:00:00","2025-01-12 18:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1705000,1705000,0,0,"2025-01-12 18:00:00","2025-01-12 19:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1548000,1548000,0,0,"2025-01-12 19:00:00","2025-01-12 20:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1518250,1518250,0,0,"2025-01-12 20:00:00","2025-01-12 21:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1811500,1811500,0,0,"2025-01-12 21:00:00","2025-01-12 22:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1244500,1244500,0,0,"2025-01-12 22:00:00","2025-01-12 23:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,742000,742000,0,0,"2025-01-12 23:00:00","2025-01-13 00:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,893000,893000,0,0,"2025-01-13 00:00:00","2025-01-13 01:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1244750,1244750,0,0,"2025-01-13 01:00:00","2025-01-13 02:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1262500,1262500,0,0,"2025-01-13 02:00:00","2025-01-13 03:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1529250,1529250,0,0,"2025-01-13 03:00:00","2025-01-13 04:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2655000,2655000,0,0,"2025-01-13 04:00:00","2025-01-13 05:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4314750,4314750,0,0,"2025-01-13 05:00:00","2025-01-13 06:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3220500,3220500,0,0,"2025-01-13 06:00:00","2025-01-13 07:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1889250,1889250,0,0,"2025-01-13 07:00:00","2025-01-13 08:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2066500,2066500,0,0,"2025-01-13 08:00:00","2025-01-13 09:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3306000,3306000,0,0,"2025-01-13 09:00:00","2025-01-13 10:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4130000,4130000,0,0,"2025-01-13 10:00:00","2025-01-13 11:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,5008000,5008000,0,0,"2025-01-13 11:00:00","2025-01-13 12:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4765000,4765000,0,0,"2025-01-13 12:00:00","2025-01-13 13:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4510500,4510500,0,0,"2025-01-13 13:00:00","2025-01-13 14:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3454500,3454500,0,0,"2025-01-13 14:00:00","2025-01-13 15:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2239000,2239000,0,0,"2025-01-13 15:00:00","2025-01-13 16:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2041000,2041000,0,0,"2025-01-13 16:00:00","2025-01-13 17:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2335750,2335750,0,0,"2025-01-13 17:00:00","2025-01-13 18:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3535500,3535500,0,0,"2025-01-13 18:00:00","2025-01-13 19:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3311250,3311250,0,0,"2025-01-13 19:00:00","2025-01-13 20:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2660000,2660000,0,0,"2025-01-13 20:00:00","2025-01-13 21:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2399000,2399000,0,0,"2025-01-13 21:00:00","2025-01-13 22:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2080750,2080750,0,0,"2025-01-13 22:00:00","2025-01-13 23:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2182250,2182250,0,0,"2025-01-13 23:00:00","2025-01-14 00:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2653250,2653250,0,0,"2025-01-14 00:00:00","2025-01-14 01:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2683250,2683250,0,0,"2025-01-14 01:00:00","2025-01-14 02:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3056750,3056750,0,0,"2025-01-14 02:00:00","2025-01-14 03:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3109000,3109000,0,0,"2025-01-14 03:00:00","2025-01-14 04:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2965000,2965000,0,0,"2025-01-14 04:00:00","2025-01-14 05:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2948500,2948500,0,0,"2025-01-14 05:00:00","2025-01-14 06:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3108750,3108750,0,0,"2025-01-14 06:00:00","2025-01-14 07:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2412750,2412750,0,0,"2025-01-14 07:00:00","2025-01-14 08:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2022500,2022500,0,0,"2025-01-14 08:00:00","2025-01-14 09:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1763500,1763500,0,0,"2025-01-14 09:00:00","2025-01-14 10:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2358500,2358500,0,0,"2025-01-14 10:00:00","2025-01-14 11:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2570000,2570000,0,0,"2025-01-14 11:00:00","2025-01-14 12:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2505250,2505250,0,0,"2025-01-14 12:00:00","2025-01-14 13:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2165500,2165500,0,0,"2025-01-14 13:00:00","2025-01-14 14:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1417750,1417750,0,0,"2025-01-14 14:00:00","2025-01-14 15:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1518000,1518000,0,0,"2025-01-14 15:00:00","2025-01-14 16:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1246000,1246000,0,0,"2025-01-14 16:00:00","2025-01-14 17:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2188000,2188000,0,0,"2025-01-14 17:00:00","2025-01-14 18:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2087000,2087000,0,0,"2025-01-14 18:00:00","2025-01-14 19:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1769000,1769000,0,0,"2025-01-14 19:00:00","2025-01-14 20:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1478000,1478000,0,0,"2025-01-14 20:00:00","2025-01-14 21:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1539000,1539000,0,0,"2025-01-14 21:00:00","2025-01-14 22:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1592000,1592000,0,0,"2025-01-14 22:00:00","2025-01-14 23:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,781000,781000,0,0,"2025-01-14 23:00:00","2025-01-15 00:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,687500,687500,0,0,"2025-01-15 00:00:00","2025-01-15 01:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,850250,850250,0,0,"2025-01-15 01:00:00","2025-01-15 02:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,988750,988750,0,0,"2025-01-15 02:00:00","2025-01-15 03:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1281000,1281000,0,0,"2025-01-15 03:00:00","2025-01-15 04:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2379500,2379500,0,0,"2025-01-15 04:00:00","2025-01-15 05:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4295750,4295750,0,0,"2025-01-15 05:00:00","2025-01-15 06:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3784250,3784250,0,0,"2025-01-15 06:00:00","2025-01-15 07:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2930000,2930000,0,0,"2025-01-15 07:00:00","2025-01-15 08:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2826750,2826750,0,0,"2025-01-15 08:00:00","2025-01-15 09:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3149750,3149750,0,0,"2025-01-15 09:00:00","2025-01-15 10:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2864250,2864250,0,0,"2025-01-15 10:00:00","2025-01-15 11:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3182750,3182750,0,0,"2025-01-15 11:00:00","2025-01-15 12:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3161500,3161500,0,0,"2025-01-15 12:00:00","2025-01-15 13:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3113750,3113750,0,0,"2025-01-15 13:00:00","2025-01-15 14:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2611000,2611000,0,0,"2025-01-15 14:00:00","2025-01-15 15:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2098500,2098500,0,0,"2025-01-15 15:00:00","2025-01-15 16:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1770250,1770250,0,0,"2025-01-15 16:00:00","2025-01-15 17:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2096500,2096500,0,0,"2025-01-15 17:00:00","2025-01-15 18:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2891750,2891750,0,0,"2025-01-15 18:00:00","2025-01-15 19:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3419500,3419500,0,0,"2025-01-15 19:00:00","2025-01-15 20:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3924500,3924500,0,0,"2025-01-15 20:00:00","2025-01-15 21:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4608750,4608750,0,0,"2025-01-15 21:00:00","2025-01-15 22:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4651750,4651750,0,0,"2025-01-15 22:00:00","2025-01-15 23:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,5695750,5695750,0,0,"2025-01-15 23:00:00","2025-01-16 00:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,5902000,5902000,0,0,"2025-01-16 00:00:00","2025-01-16 01:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,5853000,5853000,0,0,"2025-01-16 01:00:00","2025-01-16 02:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,5291250,5291250,0,0,"2025-01-16 02:00:00","2025-01-16 03:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4622500,4622500,0,0,"2025-01-16 03:00:00","2025-01-16 04:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,5369000,5369000,0,0,"2025-01-16 04:00:00","2025-01-16 05:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,5100750,5100750,0,0,"2025-01-16 05:00:00","2025-01-16 06:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3587250,3587250,0,0,"2025-01-16 06:00:00","2025-01-16 07:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2816000,2816000,0,0,"2025-01-16 07:00:00","2025-01-16 08:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2300500,2300500,0,0,"2025-01-16 08:00:00","2025-01-16 09:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2917500,2917500,0,0,"2025-01-16 09:00:00","2025-01-16 10:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3345750,3345750,0,0,"2025-01-16 10:00:00","2025-01-16 11:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3687500,3687500,0,0,"2025-01-16 11:00:00","2025-01-16 12:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3688250,3688250,0,0,"2025-01-16 12:00:00","2025-01-16 13:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3270000,3270000,0,0,"2025-01-16 13:00:00","2025-01-16 14:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3042500,3042500,0,0,"2025-01-16 14:00:00","2025-01-16 15:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2594750,2594750,0,0,"2025-01-16 15:00:00","2025-01-16 16:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2264000,2264000,0,0,"2025-01-16 16:00:00","2025-01-16 17:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2688250,2688250,0,0,"2025-01-16 17:00:00","2025-01-16 18:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3375250,3375250,0,0,"2025-01-16 18:00:00","2025-01-16 19:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3976250,3976250,0,0,"2025-01-16 19:00:00","2025-01-16 20:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4254750,4254750,0,0,"2025-01-16 20:00:00","2025-01-16 21:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,5174000,5174000,0,0,"2025-01-16 21:00:00","2025-01-16 22:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,5657750,5657750,0,0,"2025-01-16 22:00:00","2025-01-16 23:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4692500,4692500,0,0,"2025-01-16 23:00:00","2025-01-17 00:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,5300000,5300000,0,0,"2025-01-17 00:00:00","2025-01-17 01:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,5126750,5126750,0,0,"2025-01-17 01:00:00","2025-01-17 02:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,5048000,5048000,0,0,"2025-01-17 02:00:00","2025-01-17 03:00:00","2026-01-28 08:22:44"
